protein_position,competition_label,canonical_gene_symbol,resolution,resolution_note,uniprot_accession,uniprot_entry_name,sgd_id,systematic_name,protein_name,sequence_length,sequence_sha256,string_id,biogrid_id,reactome_ids,kegg_ids,go_ids,uniprot_pathway
3308,RPL17B,RPL17B,primary_exact,,P46990,RL17B_YEAST,S000003713,YJL177W,Large ribosomal subunit protein uL22B (60S ribosomal protein L17-B) (L20) (YL17),184,ac3393ca42455cc07591525709285f9a7db34b1abd685465f8a97838be912bc0,4932.YJL177W,33584,,sce:YJL177W,GO:0000448; GO:0002181; GO:0003735; GO:0005829; GO:0022625; GO:0030687,
3309,RPL18A,RPL18A,primary_exact,,P0CX49,RL18A_YEAST,S000005480,YOL120C,Large ribosomal subunit protein eL18A (60S ribosomal protein L18-A) (RP28),186,1798a42ed02240c417dee485c7f37435fd3bb0f801d202e9d44f94480526230c,4932.YNL301C,34281,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YNL301C;sce:YOL120C,GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3310,RPL19A,RPL19A,primary_exact,,P0CX82,RL19A_YEAST,S000002156,YBR084C-A,Large ribosomal subunit protein eL19A (60S ribosomal protein L19-A) (L23) (RP15L) (RP33) (YL14),189,2bc3edd5c77f016b880573229956ba2fc07a21e8c7e9f03c3bd9cb83686be3bd,4932.YBL027W,32671,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YBL027W;sce:YBR084C-A,GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3311,RPL1A,RPL1A,primary_exact,,P0CX43,RL1A_YEAST,S000006141,YPL220W,Large ribosomal subunit protein uL1A (60S ribosomal protein L1-A) (L10a),217,f86c51c7e7c1377c6bdc0aff5579e67d972a47f27cc737d581520b2031417364,4932.YGL135W,33117,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YGL135W;sce:YPL220W,GO:0000055; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3312,RPL20A,RPL20A,primary_exact,,P0CX23,RL20A_YEAST,S000004855,YMR242C,Large ribosomal subunit protein eL20A (60S ribosomal protein L20-A) (L18a),172,ab35fc1f072ad8d5af7223d4b702d4e3c9e0bdda73103da1516042b0c3d2bf73,4932.YMR242C,34700,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YMR242C;sce:YOR312C,GO:0002181; GO:0003735; GO:0005829; GO:0022625,
3313,RPL21A,RPL21A,primary_exact,,Q02753,RL21A_YEAST,S000000395,YBR191W,Large ribosomal subunit protein eL21A (60S ribosomal protein L21-A),160,4da854a455289b6bfee4e0d2d773c9f76db4e86b2ffa42696c9bdab5b9e01d4f,4932.YBR191W,32888,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YBR191W,GO:0002181; GO:0003735; GO:0005829; GO:0022625,
3314,RPL21B,RPL21B,primary_exact,,Q12672,RL21B_YEAST,S000006000,YPL079W,Large ribosomal subunit protein eL21B (60S ribosomal protein L21-B),160,ab9450579a625ccbe47e91e589d28226b07196d7c88453845aa385df96124530,4932.YPL079W,36101,,sce:YPL079W,GO:0002181; GO:0003735; GO:0005829; GO:0022625,
3315,RPL22A,RPL22A,primary_exact,,P05749,RL22A_YEAST,S000004051,YLR061W,Large ribosomal subunit protein eL22A (60S ribosomal protein L22-A) (L1c) (RP4) (YL31),121,631d5880874fe4c3ef4392bb9ee8caa0d91f21ce046ce3b9aa84f3d2399adfd7,4932.YLR061W,31336,,sce:YLR061W,GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3316,RPL22B,RPL22B,primary_exact,,P56628,RL22B_YEAST,S000006436,YFL034C-A,Large ribosomal subunit protein eL22B (60S ribosomal protein L22-B) (L1c) (RP4) (YL31),122,16c527217de4a1784b4abf877297f667e8993d59e2c5d555fdd7c44a888b1ff6,4932.YFL034C-A,31112,,sce:YFL034C-A,GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3317,RPL23A,RPL23A,primary_exact,,P0CX41,RL23A_YEAST,S000000183,YBL087C,Large ribosomal subunit protein uL14A (60S ribosomal protein L23-A) (L17a) (YL32),137,e04e6d17319180b06e6e062cea6ff505bdc95413592183f12dec748d32dbbfc0,4932.YBL087C,32617,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YBL087C;sce:YER117W,GO:0002181; GO:0003735; GO:0005829; GO:0022625; GO:0070180,
3318,RPL24A,RPL24A,primary_exact,,P04449,RL24A_YEAST,S000002999,YGL031C,Large ribosomal subunit protein eL24A (60S ribosomal protein L24-A) (L30) (RP29) (YL21),155,fdd32f4c4d8fe52927f962784c9494cb0a05b89feeb2de555115726e6510eaea,4932.YGL031C,33215,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YGL031C,GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005829; GO:0006413; GO:0006414; GO:0022625,
3319,RPL24B,RPL24B,primary_exact,,P24000,RL24B_YEAST,S000003380,YGR148C,Large ribosomal subunit protein eL24B (60S ribosomal protein L24-B) (L30) (RP29) (YL21),155,2b408e407ef4808e5e38988ddf6d089e2212da3baae6d179d5b908cae4436ecb,4932.YGR148C,33396,,sce:YGR148C,GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005829; GO:0006413; GO:0006414; GO:0022625,
3320,RPL25,RPL25,primary_exact,,P04456,RL25_YEAST,S000005487,YOL127W,Large ribosomal subunit protein uL23 (60S ribosomal protein L25) (RP16L) (YL25) (YP42'),142,38ef7f7273be1b3dc64a434cf33ac8f1f73e6e1176a9da72d4a3d6eb50284b0a,4932.YOL127W,34248,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YOL127W,GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0019843; GO:0022625; GO:0030687,
3321,RPL26A,RPL26A,primary_exact,,P05743,RL26A_YEAST,S000004336,YLR344W,Large ribosomal subunit protein uL24A (60S ribosomal protein L26-A) (L33) (YL33),127,08e0ff1a206018df3393e120d73aa0359c5050dc6c6b2eecac1a108d56cadd47,4932.YLR344W,31607,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YLR344W,GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625; GO:0042273,
3322,RPL26B,RPL26B,primary_exact,,P53221,RL26B_YEAST,S000003266,YGR034W,Large ribosomal subunit protein uL24B (60S ribosomal protein L26-B) (L33) (YL33),127,c0c02541ec18889c5c79397ba2280f37e8496786c689ab0bf8f3da45d5f27560,4932.YGR034W,33279,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YGR034W,GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625; GO:0042273,
3323,RPL27A,RPL27A,primary_exact,,P0C2H6,RL27A_YEAST,S000001052,YHR010W,Large ribosomal subunit protein eL27A (60S ribosomal protein L27-A),136,eb7c0496ff08379bc1b08536531990c7d64ec7b7a6a25e4b65aac99d5cb62c28,4932.YHR010W,36437,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YHR010W,GO:0002181; GO:0003735; GO:0005829; GO:0022625,
3324,RPL28,RPL28,primary_exact,,P02406,RL28_YEAST,S000003071,YGL103W,Large ribosomal subunit protein uL15 (60S ribosomal protein L28) (L27a) (L29) (RP44) (RP62) (YL24),149,d4ce541892be00a5d5b044e41dfa2294a2c97c572c459f1c354433b01856695c,4932.YGL103W,33147,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YGL103W,GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0005829; GO:0022625,
3325,RPL29,RPL29,primary_exact,,P05747,RL29_YEAST,S000006437,YFR032C-A,Large ribosomal subunit protein eL29 (60S ribosomal protein L29) (YL43),59,3446763e7a75d333f6e1536958b860beafc4f76c834f3bca10b7e1ef2540ebf6,4932.YFR032C-A,31189,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YFR032C-A,GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0022625,
3326,RPL2A,RPL2A,primary_exact,,P0CX45,RL2A_YEAST,S000002104,YFR031C-A,Large ribosomal subunit protein uL2A (60S ribosomal protein L2-A) (L5) (RP8) (YL6),254,23b7ced30381be806a893e3194dadbeccb4b4fc5bef4a522a30f0c9b20c84b52,4932.YFR031C-A,31187,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YFR031C-A;sce:YIL018W,GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0019843; GO:0022625; GO:0042273; GO:1990145,
3327,RPL3,RPL3,primary_exact,,P14126,RL3_YEAST,S000005589,YOR063W,Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (Maintenance of killer protein 8) (RP1) (Trichodermin resistance protein) (YL1),387,3c13576bcbf85ca26b4a2bb0a2d9895126d763b61a237045971e2f9214427728,4932.YOR063W,34462,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YOR063W,GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006364; GO:0006412; GO:0006414; GO:0022625; GO:1990145,
3328,RPL30,RPL30,primary_exact,,P14120,RL30_YEAST,S000002998,YGL030W,Large ribosomal subunit protein eL30 (60S ribosomal protein L30) (L32) (RP73) (YL38),105,b36ef5c41506490fcbe374a0ca567f22758367343a61d59a8b1456203d8bc1b1,4932.YGL030W,33216,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YGL030W,GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006364; GO:0022625; GO:0030627; GO:0048025,
3329,RPL31A,RPL31A,primary_exact,,P0C2H8,RL31A_YEAST,S000002233,YDL075W,Large ribosomal subunit protein eL31A (60S ribosomal protein L31-A) (L34) (YL28),113,b6b5cbb54aab143a0f855493501b972da3591bc196d1370fcc0fead0ff00ec9f,4932.YDL075W,31986,,sce:YDL075W,GO:0002181; GO:0003735; GO:0005829; GO:0006450; GO:0022625,
3330,RPL31B,RPL31B,primary_exact,,P0C2H9,RL31B_YEAST,S000004398,YLR406C,Large ribosomal subunit protein eL31B (60S ribosomal protein L31-B) (L34) (YL28),113,c543dc850ed3ac97cf084ee45baf12e167828d7280a48ef0949630304c70db76,4932.YLR406C,31663,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YLR406C,GO:0002181; GO:0003735; GO:0005829; GO:0006450; GO:0022625,
3331,RPL32,RPL32,primary_exact,,P38061,RL32_YEAST,S000000188,YBL092W,Large ribosomal subunit protein eL32 (60S ribosomal protein L32),130,bfcd00e88d71071636a8518ee64abc7cb70c844ea763a2f6ff95da8dc329a1cd,4932.YBL092W,32611,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YBL092W,GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0022625,
3332,RPL33A,RPL33A,primary_exact,,P05744,RL33A_YEAST,S000006064,YPL143W,Large ribosomal subunit protein eL33A (60S ribosomal protein L33-A) (L37) (RP47) (YL37),107,eb1360a7dd3dfc4456e90369ecdcb6eeee0c6c435b87b89db3432798d7f2befb,4932.YPL143W,36040,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YPL143W,GO:0000027; GO:0002181; GO:0003735; GO:0005829; GO:0006364; GO:0022625; GO:0042273,
3333,RPL33B,RPL33B,primary_exact,,P41056,RL33B_YEAST,S000005760,YOR234C,Large ribosomal subunit protein eL33B (60S ribosomal protein L33-B) (L37) (RP47) (YL37),107,7ea394e0502558a35b1ecbd4991b38e4c3ed4daa4ffa48d5c1f7afa034483f74,4932.YOR234C,34627,,sce:YOR234C,GO:0002181; GO:0003735; GO:0005829; GO:0022625; GO:0042273,
3334,RPL34B,RPL34B,primary_exact,,P40525,RL34B_YEAST,S000001314,YIL052C,Large ribosomal subunit protein eL34B (60S ribosomal protein L34-B),121,1e55d8808f8e1c92370451e45a273955fed89f540128b8d2785e2f92432af525,4932.YIL052C,34938,,sce:YIL052C,GO:0002181; GO:0003735; GO:0005829; GO:0022625; GO:0042254,
3335,RPL35A,RPL35A,primary_exact,,P0CX84,RL35A_YEAST,S000002350,YDL191W,Large ribosomal subunit protein uL29A (60S ribosomal protein L35-A),120,ddcf6f7f08468bce57c7428e891229a9aec8230a26dac81d9cd854c884f1bca9,4932.YDL136W,31854,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YDL136W;sce:YDL191W,GO:0000463; GO:0002181; GO:0003729; GO:0003735; GO:0005829; GO:0022625; GO:0030687,
3336,RPL36A,RPL36A,primary_exact,,P05745,RL36A_YEAST,S000004807,YMR194W,Large ribosomal subunit protein eL36A (60S ribosomal protein L36-A) (L39) (YL39),100,f7ac8c482c5837daaeeeb0f08b32b6efbc13e7f3b19d58c1de3edabf1c5d0f6b,4932.YMR194W,35372,,sce:YMR194W,GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625; GO:0180023,
3337,RPL36B,RPL36B,primary_exact,,O14455,RL36B_YEAST,S000006438,YPL249C-A,Large ribosomal subunit protein eL36B (60S ribosomal protein L36-B) (L39) (YL39),100,450ad7a6ece4125319df25e30a033221bcec86e2a66a158c3f1cc33ae23ee618,4932.YPL249C-A,35913,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YPL249C-A,GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625; GO:0180023,
3338,RPL37A,RPL37A,primary_exact,,P49166,RL37A_YEAST,S000004175,YLR185W,Large ribosomal subunit protein eL37A (60S ribosomal protein L37-A) (L43) (YL35) (YP55),88,359aeab2657b0a92059afca10137cbdc5f9259041575a2b60f67cd4d1d57dbe5,4932.YLR185W,31455,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YLR185W,GO:0000448; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0008270; GO:0019843; GO:0022625; GO:0030687,
3339,RPL37B,RPL37B,primary_exact,,P51402,RL37B_YEAST,S000002908,YDR500C,Large ribosomal subunit protein eL37B (60S ribosomal protein L37-B) (L43) (YL35) (YP55),88,9b05140dbb45d88d324e54890d357bcdf26813fad3406e2d5bd10de0cb7069c1,4932.YDR500C,32551,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YDR500C,GO:0000448; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0008270; GO:0019843; GO:0022625; GO:0030687,
3340,RPL38,RPL38,primary_exact,,P49167,RL38_YEAST,S000004317,YLR325C,Large ribosomal subunit protein eL38 (60S ribosomal protein L38),78,7ae41b970c070f37635c33326588042a5f00840fff4f7796885b0473c0ab6a93,4932.YLR325C,31588,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YLR325C,GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0022618; GO:0022625,
3341,RPL39,RPL39,primary_exact,,P04650,RL39_YEAST,S000003725,YJL189W,Large ribosomal subunit protein eL39 (60S ribosomal protein L39) (L46) (YL40),51,2238d4395ed10834112cf649a66196c588c6820bacc14f854e822fd0b09a49f8,4932.YJL189W,33574,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YJL189W,GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0022625,
3342,RPL40A,RPL40A,primary_exact,,P0CH08,RL40A_YEAST,S000001410,YIL148W,Ubiquitin-ribosomal protein eL40A fusion protein [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40A (60S ribosomal protein L40-A) (CEP52)],128,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,4932.YIL148W,34225,,sce:YIL148W;sce:YKR094C,GO:0000027; GO:0000055; GO:0002181; GO:0003735; GO:0005634; GO:0005737; GO:0005829; GO:0016567; GO:0019941; GO:0022625; GO:0022626; GO:0031386; GO:0042254,
3343,RPL42A,RPL42A,primary_exact,,P0CX27,RL44A_YEAST,S000005106,YNL162W,Large ribosomal subunit protein eL42A (60S ribosomal protein L42-A) (L41) (YL27) (YP44),106,1ee0a5d09df22a27dcf462b88fb109007b0614df61fbd12cd192ef38114ac800,4932.YHR141C,35667,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YHR141C;sce:YNL162W,GO:0002181; GO:0003735; GO:0005829; GO:0022625; GO:0046677; GO:0046898,
3344,RPL43A,RPL43A,primary_exact,,P0CX25,RL43A_YEAST,S000006247,YPR043W,Large ribosomal subunit protein eL43A (60S ribosomal protein L43-A) (L37a) (YL35),92,60ef4ff716a82257b0d3f7f34bea6287e1a89255adf0bc3e5d683a34d1d8ddc6,4932.YJR094W-A,33849,,sce:YJR094W-A;sce:YPR043W,GO:0002181; GO:0003735; GO:0005829; GO:0008270; GO:0022625,
3345,RPL4A,RPL4A,primary_exact,,P10664,RL4A_YEAST,S000000235,YBR031W,Large ribosomal subunit protein uL4A (60S ribosomal protein L4-A) (L2) (RP2) (YL2),362,524ca4b0ecde39e7480f0878338d048ce0c5f053af8cf905fd23a05b4b1b5f22,4932.YBR031W,32733,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YBR031W,GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005829; GO:0022625,
3346,RPL4B,RPL4B,primary_exact,,P49626,RL4B_YEAST,S000002419,YDR012W,Large ribosomal subunit protein uL4B (60S ribosomal protein L4-B) (L2) (RP2) (YL2),362,f9e06a4c0b302cbb6e8c003a94fb1f45460efab1f4587144b650e212410b4549,4932.YDR012W,32063,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YDR012W,GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0005829; GO:0022625,
3347,RPL5,RPL5,primary_exact,,P26321,RL5_YEAST,S000006052,YPL131W,Large ribosomal subunit protein uL18 (60S ribosomal protein L5) (L1) (L1a) (Ribosomal 5S RNA-binding protein) (YL3),297,36bfc85dbb910dd82d27cfdde285731fb3eaa21f8d0388a898fdc9cdad2fbc0a,4932.YPL131W,36050,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YPL131W,GO:0000027; GO:0002181; GO:0003735; GO:0005634; GO:0005737; GO:0005829; GO:0008097; GO:0022625,
3348,RPL6A,RPL6A,primary_exact,,Q02326,RL6A_YEAST,S000004538,YML073C,Large ribosomal subunit protein eL6A (60S ribosomal protein L6-A) (L17) (RP18) (YL16),176,84569c646282f6e13bb6ccf28a499ddbe14f1c02f7fb15927ff4d191507863d5,4932.YML073C,35068,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YML073C,GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3349,RPL6B,RPL6B,primary_exact,,P05739,RL6B_YEAST,S000004440,YLR448W,Large ribosomal subunit protein eL6B (60S ribosomal protein L6-B) (L17) (RP18) (YL16),176,dccdfc78f425f166262588511c2a313082a68626b60f6ea201bc7f9a44bd5c61,4932.YLR448W,31706,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YLR448W,GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3350,RPL7A,RPL7A,primary_exact,,P05737,RL7A_YEAST,S000003044,YGL076C,Large ribosomal subunit protein uL30A (60S ribosomal protein L7-A) (L6) (RP11) (YL8),244,b90d728011fd34bbb9af1795763a37225bac09e042bdf8adae1b3f86d318ba31,4932.YGL076C,33174,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YGL076C,GO:0000463; GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0022625; GO:0042273,
3351,RPL7B,RPL7B,primary_exact,,Q12213,RL7B_YEAST,S000006119,YPL198W,Large ribosomal subunit protein uL30B (60S ribosomal protein L7-B) (L6) (RP11) (YL8),244,3f2e89fe87112ff35b77f83f5102f8cc9533ca41aca7c43c771aa9a38b1cabb7,4932.YPL198W,35986,,sce:YPL198W,GO:0000463; GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0005730; GO:0005737; GO:0005829; GO:0022625; GO:0042273,
3352,RPL8A,RPL8A,primary_exact,,P17076,RL8A_YEAST,S000001025,YHL033C,Large ribosomal subunit protein eL8A (60S ribosomal protein L8-A) (L4) (L4-2) (L7a-1) (Maintenance of killer protein 7) (RP6) (YL5),256,8d0ad964354f43d34496636515173128a28722a75965e73124133b3b70196bd4,4932.YHL033C,36389,,sce:YHL033C,GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3353,RPL8B,RPL8B,primary_exact,,P29453,RL8B_YEAST,S000003968,YLL045C,Large ribosomal subunit protein eL8B (60S ribosomal protein L8-B) (L4) (L4-1) (RP6) (YL5),256,eebb4f6d4c5c796b885542ab4fa13d0e9e522e9135b9c02feecfed68e4faa828,4932.YLL045C,31269,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YLL045C,GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0005829; GO:0022625,
3354,RPL9A,RPL9A,primary_exact,,P05738,RL9A_YEAST,S000003115,YGL147C,Large ribosomal subunit protein uL6A (60S ribosomal protein L9-A) (L8) (RP24) (YL11),191,51561051ca29fecb9ad1742191f1319b2de3398594be5cb9ca3db59ecb07aa2f,4932.YGL147C,33105,,sce:YGL147C,GO:0002181; GO:0003735; GO:0005829; GO:0019843; GO:0022625,
3355,RPL9B,RPL9B,primary_exact,,P51401,RL9B_YEAST,S000005011,YNL067W,Large ribosomal subunit protein uL6B (60S ribosomal protein L9-B) (L8) (RP24) (YL11),191,d9e24b9594eefcbc878426539d157054c25c34df24265fe4ad79b3effa2a5cd9,4932.YNL067W,35756,R-SCE-156827;R-SCE-1799339;R-SCE-72689;R-SCE-72706;R-SCE-975956;R-SCE-975957;R-SCE-9954709;R-SCE-9954714,sce:YNL067W,GO:0002181; GO:0003735; GO:0005829; GO:0019843; GO:0022625,
3356,RPM2,RPM2,primary_exact,,Q02773,RPM2_YEAST,S000004556,YML091C,"Ribonuclease P protein component, mitochondrial (RNase P) (EC 3.1.26.5)",1202,b27e505cecce255caf03200376f0db21f4e00970a1b047d841fd02e7728cee21,4932.YML091C,35052,,sce:YML091C,GO:0001682; GO:0002181; GO:0003729; GO:0004526; GO:0005634; GO:0005739; GO:0005759; GO:0006396; GO:0006397; GO:0007005; GO:0030677; GO:0030678; GO:0045944; GO:0097745,
3357,RPN1,RPN1,primary_exact,,P38764,RPN1_YEAST,S000001069,YHR027C,26S proteasome regulatory subunit RPN1 (HMG-CoA reductase degradation protein 2) (Proteasome non-ATPase subunit 1),993,8bf7784ea7d1c049bdb205d07f75d93f35ee4acec9266bab391a7d2fd35e30ca,4932.YHR027C,36458,R-SCE-1236978;R-SCE-5668541;R-SCE-5689880;R-SCE-6798695;R-SCE-9907900,sce:YHR027C,GO:0005634; GO:0005737; GO:0005783; GO:0006511; GO:0008540; GO:0030234; GO:0030674; GO:0034515; GO:0042176; GO:0043161,
3358,RPN10,RPN10,primary_exact,,P38886,RPN10_YEAST,S000001243,YHR200W,26S proteasome regulatory subunit RPN10,268,f83729807c51b49a1c40c9d7e49319c9933022a8d587b23fafb7be0129b4fa41,4932.YHR200W,36634,R-SCE-9907900,sce:YHR200W,GO:0000502; GO:0005634; GO:0005829; GO:0008540; GO:0031593; GO:0032436; GO:0036435; GO:0043161; GO:0043248,
3359,RPN11,RPN11,primary_exact,,P43588,RPN11_YEAST,S000001900,YFR004W,Ubiquitin C-terminal hydrolase RPN11 (EC 3.4.19.12) (26S proteasome regulatory subunit RPN11) (Protein MPR1),306,278261265710f289dba9f8627f6fb10a8cce98e1fadce3d4820a513abacafe1a,4932.YFR004W,31152,R-SCE-1236978;R-SCE-5668541;R-SCE-5689880;R-SCE-6798695;R-SCE-9907900,sce:YFR004W,GO:0000266; GO:0004843; GO:0005634; GO:0005739; GO:0005829; GO:0008237; GO:0008541; GO:0016559; GO:0016579; GO:0032436; GO:0034515; GO:0043161; GO:0043248; GO:0046872; GO:0070628; GO:0140492; GO:1902906,
3360,RPN12,RPN12,primary_exact,,P32496,RPN12_YEAST,S000001948,YFR052W,26S proteasome regulatory subunit RPN12 (Nuclear integrity protein 1),274,ee931287e70df70baa3dc89e238122f1cf91dd89d915b4e4a1b25dc6f82dd467,4932.YFR052W,31210,R-SCE-1236978;R-SCE-5668541;R-SCE-5689880;R-SCE-9907900,sce:YFR052W,GO:0005634; GO:0006511; GO:0008541; GO:0034515; GO:0043161,
